OTU,Domain,Phylum,Class,Order,Family,Genus,Species
MH730808.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_illyrica
KY703619.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Epicoccum,s__Epicoccum_thailandicum
MH861736.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Tetracladium,s__Tetracladium_furcatum
EF661223.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_funiculosus
AF071334.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__Bipolaris_urochloae
MH862427.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Exserohilum,s__Exserohilum_antillanum
KM027387.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Neoboletus,s__Neoboletus_xanthopus
OM955918.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Lyomyces,s__Lyomyces_cremeus
KU752190.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__unidentified,g__Paraepicoccum,s__Paraepicoccum_amazonense
MK539959.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeriopsis,s__Phaeosphaeriopsis_aloes
MT675936.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Stereaceae,g__Megalocystidium,s__Megalocystidium_olens
AJ244245.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Dothideales,f__Dothioraceae,g__Dothiora,s__Dothiora_rhamni-alpinae
MH880928.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Candolleomyces,s__Candolleomyces_aberdarensis
AY198250.3,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Hyaloperonospora,s__Hyaloperonospora_nesliae
MZ422813.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phanerochaete,s__Phanerochaete_guangdongensis
GU234143.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Hypholoma,s__Hypholoma_myosotis
MT215571.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Auriculariaceae,g__Alloexidiopsis,s__Alloexidiopsis_yunnanensis
MG865485.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_elongata
DQ885385.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_destructor
MH018134.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,s__Neosetophoma_guiyangensis
MH864418.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,s__Ceratobasidium_ramicola
KF777143.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Paracamarosporium,s__Paracamarosporium_psoraleae
AF444441.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Bulleraceae,g__Bullera,s__Bullera_unica
KX287483.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,s__Ramularia_osterici
KX986076.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Apiosporaceae,g__Nigrospora,s__Nigrospora_musae
AF444354.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,s__Filobasidium_chernovii
KF251249.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Lentitheciaceae,g__Setoseptoria,s__Setoseptoria_phragmitis
AB889546.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Typhulaceae,g__Typhula,s__Typhula_variabilis
MG736181.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_poae
MK539998.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Pyrenophora,s__Pyrenophora_poae
MZ474645.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phanerochaete,s__Phanerochaete_australis
MT319447.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Lyomyces,s__Lyomyces_gatesiae
MT223784.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Cadophora,s__Cadophora_fallopiae
AY604526.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Dothideales,f__Dothideaceae,g__Endoconidioma,s__Endoconidioma_populi
GU227711.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Tulosesus,s__Tulosesus_brevisetulosus
MW045555.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__Bipolaris_omanensis
EU049205.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Hyaloperonospora,s__Hyaloperonospora_parasitica
EU019250.2,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Stenella,s__Stenella_araguata
MW301064.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_subcacao
KF917545.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,s__Xylodon_rhizomorphus
MH861763.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Septoriella,s__Septoriella_leuchtmannii
MK804678.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Shiraiaceae,g__Rubroshiraia,s__Rubroshiraia_bambusae
JN686444.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_johnkrugii
MW597180.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_decorata
KU355322.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pleurotaceae,g__Hohenbuehelia,s__Hohenbuehelia_culmicola
MH454105.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Verrucoconiothyrium,s__Verrucoconiothyrium_ambiguum
JN886792.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Dothideales,f__Saccotheciaceae,g__Aureobasidium,s__Aureobasidium_bupleuri
MK211744.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__Tomentella_tenuirhizomorpha
MK418793.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Cucurbitariaceae,g__Protofenestella,s__Protofenestella_ulmi
MH730809.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_meconopsidis
LN873931.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_croceus
KP004452.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__Phaeosphaeria_podocarpi
MT185527.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Neoascochyta,s__Neoascochyta_dactylidis
HE792942.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__Bipolaris_yamadae
KY173420.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Mycodiella,s__Mycodiella_eucalypti
JF894111.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Megasporoporia,s__Megasporoporia_setulosa
MF472945.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Cladosporiales,f__Cladosporiaceae,g__Cladosporium,s__Cladosporium_coloradense
KF588370.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Rutstroemiaceae,g__Rutstroemia,s__Rutstroemia_fruticeti
KX287481.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,s__Ramularia_helminthiae
KY680667.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Galerina,s__Galerina_jaapii
KP342528.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Theleporus,s__Theleporus_rimosus
GU237890.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Stagonosporopsis,s__Stagonosporopsis_loticola
MH856696.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Herpotrichiellaceae,g__Phialophora,s__Phialophora_cinerescens
KY979755.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Pseudopeyronellaea,s__Pseudopeyronellaea_eucalypti
GU237795.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Epicoccum,s__Epicoccum_draconis
JX977163.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Helotiaceae,g__Hymenoscyphus,s__Hymenoscyphus_brevicellulus
GU291797.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Crucellisporium,s__Crucellisporium_umtamvunae
AF362059.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Mycosphaerella,s__Mycosphaerella_recutita
MK850938.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Crocinoboletus,s__Crocinoboletus_pinetorum
AY211016.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_corydalis
KM189708.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_verhagenii
MK560161.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Septoriella,s__Septoriella_pseudophragmitis
MG520952.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Pseudoophiobolus,s__Pseudoophiobolus_rosae
KY285005.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__Rhodotorula_ngohengohe
AF229457.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_cheiranthi
KT122396.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Rubroboletus,s__Rubroboletus_pulcherrimus
KC585279.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Antrodia,s__Antrodia_heteromorpha
KX985948.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Apiosporaceae,g__Nigrospora,s__Nigrospora_rubi
MF796661.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_podocarpense
JQ417291.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Tricladiaceae,g__Tricladium,s__Tricladium_alaskense
KY038479.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Polyporus,s__Polyporus_koreanus
KC992884.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Candolleomyces,s__Candolleomyces_luteopallidus
FJ790287.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Cladosporiales,f__Cladosporiaceae,g__Toxicocladosporium,s__Toxicocladosporium_rubrigenum
MT300294.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Microascales,f__Microascaceae,g__Scopulariopsis,s__Scopulariopsis_brevicaulis
KY742078.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Didymella,s__Didymella_ocimicola
MN784447.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_viciae
KX388659.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Hydnaceae,g__Hydnum,s__Hydnum_neorepandum
GU237762.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Paraboeremia,s__Paraboeremia_selaginellae
MT223812.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Leptosphaeriaceae,g__Longiseptatispora,s__Longiseptatispora_curvata
MF579399.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_spadiceogrisea
KJ654427.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_steyaertanum
AY308582.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hymenogastraceae,g__Hebeloma,s__Hebeloma_aestivale
MH856682.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phanerochaete,s__Phanerochaete_martelliana
KF251261.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__Stagonospora_pseudovitensis
MT235663.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phanerochaete,s__Phanerochaete_crystallina
KT389480.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Ascochyta,s__Ascochyta_koolunga
MG734725.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Candolleomyces,s__Candolleomyces_subsingeri
MK450726.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_alfredii
KX264329.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Paraconiothyrium,s__Paraconiothyrium_fuckelii
OL436871.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phanerochaete,s__Phanerochaete_sordida
AB267650.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Lachnaceae,g__Incrucipulum,s__Incrucipulum_longispineum
MN963762.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Hyphodermataceae,g__Hyphoderma,s__Hyphoderma_australosetigerum
MG828921.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Neoascochyta,s__Neoascochyta_rosicola
AY781264.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Peniophoraceae,g__Peniophora,s__Peniophora_piceae
KC584229.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_penicillata
MH866022.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
MG828873.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Bhatiellae,s__Bhatiellae_rosae
HE861833.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_americana
KX228262.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,s__Ramularia_citricola
MT732009.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Hydeopsis,s__Hydeopsis_verrucispora
MH857962.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_hirayamae
MT002320.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Trechisporales,f__unidentified,g__Sertulicium,s__Sertulicium_jacksonii
MW621494.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,s__Neosetophoma_buxi
MZ159408.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Calloriaceae,g__Diplonaevia,s__Diplonaevia_bresadolae
FN600376.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Hyphodermella,s__Hyphodermella_corrugata
MG828901.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Dlhawksworthia,s__Dlhawksworthia_clematidicola
ON024336.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_lucidum
JF740221.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Leptosphaeriaceae,g__Leptosphaeria,s__Leptosphaeria_etheridgei
KC505557.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Agrocybe,s__Agrocybe_pediades
KJ707106.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__Rhodotorula_babjevae
KF777149.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Nothophoma,s__Nothophoma_prosopidis
KY131855.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meripilaceae,g__Physisporinus,s__Physisporinus_furcatus
GU207310.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Lentinus,s__Lentinus_scleropus
HG779023.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_trifolii
MK876378.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Calophoma,s__Calophoma_sandfjordenica
HM049596.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Pilobolaceae,g__Pilobolus,s__Pilobolus_kleinii
MF164487.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_graminearum
KP744450.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,s__Neosetophoma_clematidis
MH859193.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_robusta
ON194258.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__Stagonospora_bicolor
GU237794.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Didymella,s__Didymella_exigua
HM536094.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Gloeophyllales,f__Gloeophyllaceae,g__Gloeophyllum,s__Gloeophyllum_trabeum
EU363031.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_cupressicola
FJ172289.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_subsubensis
MK247790.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Limonomyces,s__Limonomyces_roseipellis
KJ951990.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Rubroboletus,s__Rubroboletus_latisporus
OM778769.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Exserohilum,s__Exserohilum_turcicum
AF071332.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__Bipolaris_sorghicola
MW016393.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_falsibabinda
MK343658.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Stereaceae,g__Stereum,s__Stereum_rugosum
ON130635.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_lunata
KY038474.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Polyporus,s__Polyporus_brevibasidiosus
MT026404.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Mollisiaceae,g__Mollisia,s__Mollisia_ligni
KY173432.2,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Dermateaceae,g__Phlyctema,s__Phlyctema_phoenicis
KX752610.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phlebiopsis,s__Phlebiopsis_castanea
MG981027.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_strossmayeri
GU237833.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Didymella,s__Didymella_arachidicola
JX499031.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_brassicicola
KX000896.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_mbrekobenum
AY198246.3,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_conglomerata
EU513600.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_perillae
KX258958.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Donkioporiella,s__Donkioporiella_mellea
MN450331.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_salviae-officinalis
MN250223.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_keselakii
AF530463.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Mollisiaceae,g__Phialocephala,s__Phialocephala_hiberna
KJ569513.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Microdochiaceae,g__Microdochium,s__Microdochium_paspali
KU376423.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Theleporus,s__Theleporus_calcicolor
KC584185.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_brassicae
MG662162.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_afrocinerea
KY986679.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_erucastri
AF439510.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__Stagonospora_foliicola
HQ700351.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Cercospora,s__Cercospora_capsici
MH855251.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,s__Ceratobasidium_anceps
KC584179.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_alternantherae
MN209763.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_nigripes
KT952363.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_wiiroense
KJ009663.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_elaphinus
JF908486.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_cicognanii
ON055870.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_tropicum
FJ790274.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Teratosphaeria,s__Teratosphaeria_hortaea
MH869651.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Peniophoraceae,g__Peniophora,s__Peniophora_versicolor
